"dcg"
{
	// General Strings
	"OK"											"ОК"
 	"DCG_TourneyGetRegisteredDeckError"							"При получении зарегистрированных колод произошла ошибка."
	"DCG_TourneyGetRegisteredDeckError_Disabled"				"Турнирная система сейчас отключена. Повторите попытку позже."
	"DCG_TourneyGetRegisteredDeckError_MissingPermissions"		"У вас нет разрешения на получение зарегистрированных колод в этом турнире."

	"DCG_TourneyPhase_Standings_Title_GamesPlayed"	"ИГР"
	"DCG_TourneyPhase_Standings_Title_GamesWon"		"В"
	"DCG_TourneyPhase_Standings_Title_GamesTied"	"Н"
	"DCG_TourneyPhase_Standings_Title_GamesLost"	"П"
	"DCG_TourneyPhase_Standings_Title_TotalPoints"	"ОЧК."

	"DCG_Tourney_Round_Title"						"Раунд:"

	"DCG_TourneyMember_CancelInvite"					"Отменить приглашение"
	"DCG_TourneyMember_CancelInvite_Confirm"			"Вы действительно хотите отменить приглашение игроку {g:dcg_persona:invited_account_id}?"
	"DCG_TourneyMember_CancelInvite_ErrorTitle"			"Ошибка при отмене приглашения"
	"DCG_TourneyMember_CancelInvite_FailedToSend"		"Не удалось связаться с сетью Artifact. Повторите попытку позже."
	"DCG_TourneyMember_CancelInvite_InternalError"		"Не удалось отменить приглашение из-за внутренней ошибки."
	"DCG_TourneyMember_CancelInvite_Disabled"			"Отмена приглашений сейчас отключена."
	"DCG_TourneyMember_CancelInvite_MissingPermissions"	"У вас нет разрешения на отмену этого приглашения."
	"DCG_TourneyMember_CancelInvite_MissingInvite"		"Не удалось найти приглашение, которое нужно отменить."
	
	"DCG_TourneyMember_KickPlayer"						"Исключить игрока"
	"DCG_TourneyMember_KickPlayer_Confirm"				"Вы действительно хотите исключить из турнира игрока {g:dcg_persona:kick_account_id} from the tournament?"
	"DCG_TourneyMember_KickPlayer_ErrorTitle"			"Не удалось исключить игрока"
	"DCG_TourneyMember_KickPlayer_FailedToSend"			"Не удалось связаться с сетью Artifact. Повторите попытку позже."
	"DCG_TourneyMember_KickPlayer_InternalError"		"Не удалось исключить игрока из-за внутренней ошибки."
	"DCG_TourneyMember_KickPlayer_Disabled"				"Исключение игроков сейчас отключено."
	"DCG_TourneyMember_KickPlayer_MissingPermissions"	"У вас нет разрешения на исключение этого игрока."
	"DCG_TourneyMember_KickPlayer_InvalidTarget"		"Не удалось найти игрока, которого нужно исключить."
	"DCG_TourneyMember_KickPlayer_TourneyClosed"		"Турнир уже закрыт."

	"DCG_TourneyMember_ViewDeck"			"Показать колоду"
	"DCG_TourneyMember_NoOptions"			"--"

	"DCG_TourneyMember_ChangeRights"					"Изменить права"
	"DCG_TourneyMember_ChangeRights_Title"				"Изменить турнирные права игрока"
	"DCG_TourneyMember_ChangeRights_Message"			"Изменить турнирные права игрока {g:dcg_persona:account_id}."
	"DCG_TourneyMember_ChangeRights_ErrorTitle"			"Не удалось изменить права"
	"DCG_TourneyMember_ChangeRights_FailedToSend"		"Не удалось связаться с сетью Artifact. Повторите попытку позже."
	"DCG_TourneyMember_ChangeRights_InternalError"		"Не удалось изменить турнирные права игрока. Внутренняя ошибка."
	"DCG_TourneyMember_ChangeRights_Disabled"			"Изменение прав сейчас отключено."
	"DCG_TourneyMember_ChangeRights_InvalidAccount"		"Не удалось найти учётную запись игрока, турнирные права которого нужно изменить."
	"DCG_TourneyMember_ChangeRights_InvalidRights"		"Не удалось внести это изменение в турнирные права игрока."
	"DCG_TourneyMember_ChangeRights_TourneyClosed"		"Турнир закрыт."
	"DCG_TourneyMember_ChangeRights_PlayerPoolIsFull"	"В турнире уже слишком много участников. Больше добавлять игроков нельзя."
	"DCG_TourneyMember_ChangeRights_CannotChangePlayer"	"В данный момент сменить этого игрока невозможно."

	"DCG_TourneyJoinChatRoom_Processing"				"Возвращение в чат турнира."
	"DCG_TourneyJoinChatRoom_Error"						"Не удалось вернуться в чат турнира."

	"GC_reconnecting"					"Восстановление соединения с сетью Artifact..."
	"GC_nosteam"						"Потеряно соединение со Steam!"
	"GC_steamoffline"					"- Автономный режим -"
	"GC_searching"						"Поиск сети Artifact..."
	"GC_noconnection"					"Нет подключения к сети Artifact."
	"GC_connecting"						"Подключение к сети Artifact..."
	"GC_connected"						"Соединение с сетью Artifact установлено."
	"GC_down"							"Сеть Artifact временно отключена."
	"GC_updating"						"Обновление сети Artifact..."
	"GC_logging_in"						"Соединение с сетью Artifact установлено. Выполняется вход..."
	"GC_steamupdating"					"Серверы Steam обновляются..."
	"GC_Network_Full"					"Сеть Artifact переполнена."
	"GC_Queue_Position"					"Сеть Artifact переполнена. Позиция в очереди: {i:gc_queue_position}"
	"GC_Queue_Wait_Time"				"Сеть Artifact переполнена. Позиция в очереди: {i:gc_queue_position}, Примерное время ожидания: {s:gc_queue_wait_time}"
	"GC_Wait_Time"						"Примерное время ожидания: %s1"
	"GC_Wait_Time_Unknown"				"Неизвестно"
	"GC_suspended"						"Учётная запись заблокирована, так как система Valve Anti-Cheat обнаружила использование в Artifact сторонних инструментов."

	"DCG_NPB_First_Deck"				"{s:PlayDeck1}"
	"DCG_NPB_Second_Deck"				"{s:PlayDeck2}"

	"DCG_NPB_Play_MonoBlue"			"Колода «Синяя стрела»"
	"DCG_NPB_Play_MonoBlack"		"Колода «Чёрная клятва»"
	"DCG_NPB_Play_MonoGreen"		"Колода «Зелёный рокот»"
	"DCG_NPB_Play_MonoRed"			"Колода «Красная ярость»"

	"DCG_Popup_Pack_Opening_Disabled_Title"	"Открытие комплектов отключено"
	"DCG_Popup_Pack_Opening_Disabled_in_MM"	"Нельзя открывать комплекты при поиске игры."
	"DCG_Popup_Tickets_TicketCount"		"{d:ticket_count} Owned"
	"DCG_Popup_Card_Pack_PackCount"		"{d:unopened_packs} Owned"
	"DCG_Popup_Card_Pack_LearnMore"		"Подробнее..."
	"DCG_Popup_Card_Pack_Error_Title"		"Ошибка при открытии комплекта"
	"DCG_Popup_Card_Pack_Timeout"			"Не удалось связаться с сетью Artifact. Повторите попытку позже"
	"DCG_Popup_Card_Pack_TooManyRequests"	"Сеть Artifact перегружена. Повторите попытку позже."
	"DCG_Popup_Card_Pack_InternalError"		"При получении комплекта карт произошла внутренняя ошибка."
	"DCG_Popup_Card_Pack_InvalidItemID"		"Запрошенный комплект карт недействителен, либо у вас нет комплектов этого типа."
	"DCG_Popup_Card_Pack_Disabled"			"Открытие комплектов этого типа сейчас недоступно."
	"DCG_Popup_Card_Pack_RegionLocked"		"Открытие этого комплекта карт отключено в вашем регионе."

	"DCG_Popup_Tickets_Text"		"Входные билеты используются для участия в режимах, где можно получать призы. Входные билеты можно купить, заработать повышением уровня аккаунта или сковать с помощью ненужных карт."
	"DCG_Popup_Packs_Count"			"Для этого события необходимы комплекты"
	"DCG_Popup_Packs_Text"			"В режиме «Комплектный драфт» вы сохраняете все карты, выбранные вами при драфте."

	"DCG_PrizePlay_Tooltip"		"В этом режиме можно играть против других людей за награду или без неё."

	"DCG_CallToArms_PackDesc"		"The Red Mist Horde, led by Sorla Khan, march towards Stonehall – the capital city of a Sprawling Empire.  Fearing for the safety of the people of Stonehall; Tresdin (Legion Commander) directs her army to occupy the nearby city of Roseleaf in an attempt to ambush the Red Mist.  However, her plan to destroy Sorla Khan before The Red Mist ever reaches Stonehall hits a snag when the wolf-esque inhabitants of Roseleaf, the Vhoul, resist the Bronze Legion’s occupation.   Soon dissonance gives way to full on rebellion; as the Vhoul, Bronze Legion, and Red Mist collide in a violent confrontation.  <br><br>Meanwhile; the Radiant Priestess Prellex assembles an army in preparation for the war she is about to wage against her own daughter – who has abandoned the Radiant and pledged her loyalty to The Dire.  The Ancients, The Vhoul Rebellion, The Bronze Legion, and the Red Mist have made their Call to Arms.  Are you ready to answer it?"

	"DCG_InitialGrant_Button"				"Получить предметы"
	"DCG_InitialGrant_Ok"					"Вы получили начальные предметы."
	"DCG_InitialGrant_Error_AlreadyGranted"		"Вы уже получили начальные предметы."
	"DCG_InitialGrant_Error_Disabled"		"Получение начальных предметов временно недоступно. Повторите попытку позже."
	"DCG_InitialGrant_Title"				"Стартовый набор"
	"DCG_InitialGrant_Text"					"Вам выданы следующие предметы:"
	"DCG_InitialGrant_RefundLabel"			"После получения этих предметов вам не будет доступен автоматический возврат средств за Artifact через Steam."
	"DCG_InitialGrant_Packs"				"<span class=\"Number\">{d:pack_count}</span>&nbsp;&nbsp;комплектов «Зов битвы»"
	"DCG_InitialGrant_Tickets"				"<span class=\"Number\">{d:ticket_count}</span>&nbsp;&nbsp;входных билетов"
	"DCG_InitialGrant_Decks"				"<span class=\"Number\">{d:deck_count}</span>&nbsp;&nbsp;стартовые колоды"
	"DCG_InitialGrant_DraftAccess"			"Включает доступ к тренировочному состязанию драфта и к турнирам с фантомным драфтом."
	
	"DCG_LevelUpGrant_Title"			"Продолжайте играть, чтобы получить"
	"DCG_LevelUpGrant_Packs"				"<span class=\"Number\">10</span>&nbsp;&nbsp;комплектов «Зов битвы»"
	"DCG_LevelUpGrant_Tickets"				"<span class=\"Number\">10</span>&nbsp;&nbsp;входных билетов"
	"DCG_Explain_CardCollection_Title"		"Коллекция карт"
	"DCG_Explain_CardCollection_Body"		"This is a place you'll visit often once you've got a few games under your belt and are ready to start experimenting with different deck strategies. Until then, have fun checking out card abilities or try your hand at making your first deck."

	"DCG_Popup_Purchased_Cards_Title"		"В коллекцию добавлены новые карты"

	"DCG_FeaturedEvent_Date"				" Дата окончания {t:l:t:m:featured_event_end_date}"

	"DCG_FeaturedEvent_RandomDeck"			"Случайный режим"
	"DCG_FeaturedEvent_RandomDeck_Desc"		"<span class=\"FeaturedTitle\">Journey into the unknown and test your skill.</span><br><br>You've mastered the Call to Arms and are ready to take on any challenge and any matchup. Each time you queue for a match in Random Mode you will receive a random deck from the set of Call to Arms decks. Show the breadth of your knowledge and the depth of your skill by building the highest win streak you can."

	"DCG_FeaturedEvent_Deck0"				"Green Machine"
	"DCG_FeaturedEvent_Deck0_Desc"			"<span class=\"FeaturedTitle\">Steamroll your opponent with raw power.</span><br><br>Accelerate your mana to summon gigantic Thunderhides. Protect your forces from destruction with Cheating Death. Build up your troops with Mists of Avernus. Subtlety is for the weak. And you are not weak."

	"DCG_FeaturedEvent_Deck1"				"Ascendance"
	"DCG_FeaturedEvent_Deck1_Desc"			"<span class=\"FeaturedTitle\">Become a god among heroes.</span><br><br>Grow your size and power to unimaginable levels.  With Rising Anger and Heroic Resolve even the most minor of actions fuels your ascendance to godhood. No one can match you on the battlefield, and you smash any and all improvements your foes may hide behind. When the time is right, blow a hole through enemy lines with Duel or Primal Roar... and crush their towers in a single blow."

	"DCG_FeaturedEvent_Deck2"				"Upkeep Killer"
	"DCG_FeaturedEvent_Deck2_Desc"			"<span class=\"FeaturedTitle\">Your enemy can’t win if they never get a turn.</span><br><br>Stand back and build layer upon layer of damage with Conflagration and March of the Machines. Use Ignite and Keenfolk Turret to crack their armor. Your constant stream of damage is as relentless as the tide, and rival armies cannot help but be swept away.  In the end, only your forces will remain to watch their towers fall at the hands of your Trebuchets and Artillery."

	"DCG_FeaturedEvent_Deck3"				"Trench Warfare"
	"DCG_FeaturedEvent_Deck3_Desc"			"<span class=\"FeaturedTitle\">Master combat with ruthless efficiency.</span><br><br>Combat isn’t clean, and you’re the dirtiest.  Wound your opponent with Fury Swipes and weaken them with Corrosive Skin.  Use Clear the Deck and Grand Melee to spread your poison on offense and defense.  If they manage to break through to your tower, Burning Oil and Unearthed Secrets will punish them for having the indignity to attack you.  Then, when the time is right, you will make them bear witness to your Time of Triumph."

	"DCG_FeaturedEvent_Deck4"				"Death and Taxes"
	"DCG_FeaturedEvent_Deck4_Desc"			"<span class=\"FeaturedTitle\">Death is merely a gateway to power.</span><br><br>Your deck thrives off of death—your opponent’s or your own.  Use Track to increase your rival's bounty 3 fold, then pour your wealth into Revtel Convoys. Use macabre creatures like Ravenous Mass to consume your allies in an effort to become as unstoppable as death itself.  Finally, your ability to Cheat Death means your minions will be willing to offer themselves to Lich again, and again, and again."

	"DCG_FeaturedEvent_Deck5"				"Out of Control"
	"DCG_FeaturedEvent_Deck5_Desc"			"<span class=\"FeaturedTitle\">Go berserk, because the sky’s not your limit—nothing is.</span><br><br>Hey, it’s your ol’ pal Meepo here.  I know those other decks want you to mess with stuff like Thunderhides and Robots... but you don’t need any of that.  You know what you need?  Meepo.  Lots and lots of Meepo.  But why stop there?  Enemy have an item you like?  Make a copy of it.  Got a blue spell that’s gonna make your opponent’s life hell?  Ogre Magi can make a copy of it.  Got a tower that needs smashing?  Red Mist Pillager can, you guessed it, make more copies.  This bad boy isn’t just a deck:  It’s a license to break the rules."

	"DCG_FeaturedEvent_Deck6"				"Death from Above"
	"DCG_FeaturedEvent_Deck6_Desc"			"<span class=\"FeaturedTitle\">Annihilate all who dare oppose.</span><br><br>Creeps and heroes are but flesh—Spells are power incarnate and nobody has more powerful magic than you.  Your enemies dare not mass for an assault because no force in the game has the destructive power of your Annihilation.  If they spread out you can disintegrate them with Eclipse or Mystic Flare.  Amuse yourself by manipulating your foes to swing at the wrong target or even fight each other. And when you become bored obliterate them with a Bolt of Damocles from the heavens."

	"DCG_FeaturedEvent_Deck7"				"Dark Aggro"
	"DCG_FeaturedEvent_Deck7_Desc"			"<span class=\"FeaturedTitle\">Capitalize on your opponent’s slightest weakness.</span><br><br>You have sworn The Oath to ensure victory.  Knock your opponent off balance by disrupting their mana. Every unit between you and the opponent’s tower is a target for your turrets and cannons, every hero marked for Assassinate.  When the opening appears, no one hits the tower harder than the fearsome Sorla Khan and her Assault Ladders."

	"DCG_ActiveRules"						"Active Gauntlet Rules"

	"DCG_Leaderboard_ViewFriends"					"Друзья"
	"DCG_Leaderboard_ViewGlobal"					"Весь мир"
	"DCG_Leaderboard_CallToArms_Title"				"Таблица лидеров «Зова битвы»"
	"DCG_Leaderboard_CallToArms_UserName"			"Игрок"
	"DCG_Leaderboard_Rank"							"Ранг"
	"DCG_Leaderboard_CallToArms_MaxDeckWinStreak"	"Рекорд"
	"DCG_Leaderboard_MyRank"						"Мой ранк"
	"DCG_Leaderboard_TopRank"						"Высший ранг"

	"DCG_QuickBotDeck1"						"Бот (красно-зелёная)"
	"DCG_QuickBotDeck2"						"Бот (зелёно-красная)"
	"DCG_QuickBotDeck3"						"Бот (сине-зелёная)"
	"DCG_QuickBotDeck4"						"Бот (зелёно-синяя)"
	"DCG_QuickBotDeck5"						"Бот (чёрно-зелёная)"
	"DCG_QuickBotDeck6"						"Бот (зелёно-чёрная)"
	"DCG_QuickBotDeck7"						"Бот (сине-красная)"
	"DCG_QuickBotDeck8"						"Бот (красно-синяя)"
	"DCG_QuickBotDeck9"						"Бот (чёрно-красная)"
	"DCG_QuickBotDeck10"					"Бот (красно-чёрная)"
	"DCG_QuickBotDeck11"					"Бот (сине-чёрная)"
	"DCG_QuickBotDeck12"					"Бот (чёрно-синяя)"

	"DCG_DeckBuilder_MarketRestrict_Buy_Title"		"Ограничение Торговой площадки"
	"DCG_DeckBuilder_MarketRestrict_Buy_Body"		"Ваш аккаунт Steam не может покупать карты на Торговой площадке."
	"DCG_DeckBuilder_MarketRestrict_Sell_Title"		"Ограничение Торговой площадки"
	"DCG_DeckBuilder_MarketRestrict_Sell_Body"		"Ваш аккаунт Steam не может продавать карты на Торговой площадке."
	"DCG_DeckBuilder_MarketRestrict_Recycling_Title"	"Перековка отключена"
	"DCG_DeckBuilder_MarketRestrict_Recycling_Body"		"Перековка карт сейчас отключена."

	"DCG_Marketplace_Restriction_Reason_1"			"* Внутренняя ошибка сервера"
	"DCG_Marketplace_Restriction_Reason_2"			"* Аккаунт отключён"
	"DCG_Marketplace_Restriction_Reason_3"			"* Аккаунт с ограниченными правами"
	"DCG_Marketplace_Restriction_Reason_4"			"* Аккаунт заблокирован в системе обмена"
	"DCG_Marketplace_Restriction_Reason_5"			"* Нет недавних покупок"
	"DCG_Marketplace_Restriction_Reason_6"			"* Функция Steam Guard выключена"
	"DCG_Marketplace_Restriction_Reason_7"			"* Функция Steam Guard включена недавно"
	"DCG_Marketplace_Restriction_Reason_8"			"* Недавно сброшен пароль"
	"DCG_Marketplace_Restriction_Reason_9"			"* Новый способ оплаты"
	//DCG_Marketplace_Restriction_Reason_10"			""	// invalid cookie
	"DCG_Marketplace_Restriction_Reason_11"			"* Вход с нового устройства"
	"DCG_Marketplace_Restriction_Reason_12"			"* Недавний возврат средств"
	"DCG_Marketplace_Restriction_Reason_13"			"* Недействительный способ оплаты"
	"DCG_Marketplace_Restriction_Reason_14"			"* Нет недавних покупок"
	"DCG_Marketplace_Restriction_Reason_15"			"* Недавно принят подарок со средствами кошелька"

	"DCG_Marketplace_Restriction_More_Info"			"For more information please visit the <a href=\"event:ExternalBrowserGoToURL('https://support.steampowered.com/kb_article.php?ref=1047-EDFM-2932')\"><span class=\"TextLink\">Trading and Market Restrictions</span></a> page on the Steam Support site."

	"DCG_DeckBuilder_Market_Buy_Disabled_Title"		"Торговая площадка сейчас недоступна"
	"DCG_DeckBuilder_Market_Buy_Disabled_Body"		"Покупка карт на торговой площадке Steam выключена во время бета-тестирования Artifact."

	"DCG_DeckBuilder_Market_Sell_Disabled_Title"	"Торговая площадка сейчас недоступна"
	"DCG_DeckBuilder_Market_Sell_Disabled_Body"		"Продажа карт на торговой площадке Steam выключена во время бета-тестирования Artifact."

	"DCG_Overlay_Disabled_Error_Title"			"Ошибка"
	"DCG_Overlay_Disabled_Error_Body"			"Для этого действия необходимо включить внутриигровой оверлей Steam."

	"DCG_AutoDeck_Set01Starter1"					"Красный-зелёный бой"
	"DCG_AutoDeck_Set01Starter2"					"Синий-чёрный контроль"

	"DCG_Popup_RecycleCards_MainText1_Solo"			"Вы собираетесь перековать 1 карту."
	"DCG_Popup_RecycleCards_MainText1_Multi"		"Вы собираетесь перековать карт {d:recycledCardCount} cards."
	"DCG_Popup_RecycleCards_MainText2"				"Вы действительно хотите продолжить?"
	"DCG_Popup_RecycleCards_Warning_Valuable"		"Вы перековываете ценные карты."
	"DCG_Popup_RecycleCards_Warning_Rare"			"Вы перековываете карты не только обычной редкости."

	"DCG_Popup_RecycleCards_Error_Timeout_Title"	"Перековка карт проходит дольше, чем обычно"
	"DCG_Popup_RecycleCards_Error_Timeout_Body"		"Сервер не ответил на ваш запрос."

	"DCG_Popup_RecycleCards_Error_TooManyItems_Title"	"Слишком много предметов"
	"DCG_Popup_RecycleCards_Error_TooManyItems_Body"	"Нельзя перековать более 1000 предметов одновременно."

	"DCG_Popup_BuyCards_Error_TooManyItems_Title"		"Слишком много уникальных предметов"
	"DCG_Popup_BuyCards_Error_TooManyItems_Body"		"Нельзя купить больше 75 уникальных предметов за раз."

	"DCG_Popup_SellCards_Error_TooManyItems_Title"		"Слишком много уникальных предметов"
	"DCG_Popup_SellCards_Error_TooManyItems_Body"		"Нельзя продать больше 75 уникальных предметов за раз."

	"DCG_Popup_RecycleCards_Error_TooManyItems"		"Вы попытались перековать слишком много предметов одновременно. Карты остались в вашей коллекции. Попробуйте перековать меньше карт."
	"DCG_Popup_RecycleCards_Error_Generic"			"Не удалось завершить перековку. Карты остались в вашей коллекции. Если хотите перековать их, повторите попытку позже."
	"DCG_Popup_RecycleCards_Error_Disabled"			"Перековка сейчас отключена. Карты остались в вашей коллекции."
	"DCG_Popup_RecycleCards_Error_MissingItems"		"Вы владеете не всеми предметами, которые пытаетесь перековать. Карты остались в вашей коллекции."
	"DCG_Popup_RecycleCards_Title"					"Перековка карт"
	"DCG_Popup_RecycleCards_Error_Title"			"Перековка карт не завершена"
	"DCG_Popup_RecycleCards_Success_Title"			"Перековка завершена"
	"DCG_Popup_RecycleCards_RecycleButton"			"Перековать"

	"DCG_RecycleCards_Tooltip_NonCommonHighValue"	"Эта карта может быть ценной. Её редкость выше обычной."
	"DCG_RecycleCards_Tooltip_HighValue"			"Эта карта может быть ценной."
	"DCG_RecycleCards_Tooltip_NoCommon"				"Редкость этой карты выше обычной."

	"DCG_Popup_RecycleCards_Success_Body_GotTicket"		"You received {d:recycledTicketCount} ticket and have {d:recycleProgress}/{d:recycleConversion} progress towards your next ticket."
	"DCG_Popup_RecycleCards_Success_Body_GotTickets"	"You received {d:recycledTicketCount} tickets and have {d:recycleProgress}/{d:recycleConversion} progress towards your next ticket."
	"DCG_Popup_RecycleCards_Success_Body_GotSingleProgress"	"You have successfully recycled {d:recycledCardCount} card.  You have {d:recycleResultingPoints}/{d:recycleConversion} progress towards your next ticket."
	"DCG_Popup_RecycleCards_Success_Body_GotMultiProgress"	"You have successfully recycled {d:recycledCardCount} cards.  You have {d:recycleResultingPoints}/{d:recycleConversion} progress towards your next ticket."

	"DCG_NewFeature_OpenTournaments"				"Открытые турниры автоматически создаются и управляются системой Artifact. Нажмите эту кнопку, чтобы попасть в новый турнир формата «Все со всеми» с другими игроками."

	"DCG_OpenTourney_Interstitial_Header"			"Открытые турниры"
	"DCG_OpenTourney_Interstitial_Body"				"Open tournaments have between 8 and 64 players and last for 90 minutes of play using the speed timer. Each game, you'll receive a randomized deck.<br/><br/>Each tournament is a free-for-all, so you can play as many or as few games as you want against other players during the event."
	
	"DCG_TourneyChangeValue_Title"				"Изменить настройки турнира"
	"DCG_TourneyChangeValueError"				"Не удалось изменить настройки турнира."
	"DCG_TourneyChangeValueError_Locked"			"Этап турнира заблокирован, и его нельзя изменить."
	"DCG_TourneyChangeValueError_MissingPermissions"	"У вас нет разрешения на изменение настроек этого турнира."
	"DCG_TourneyChangeValueError_InvalidValue"		"Недействительное значение для турнирных настроек."
	"DCG_TourneyChangeValueError_PlayerMismatch"		"Недействительное значение для числа игроков."
	"DCG_TourneyChangeValue_Processing"			"Обновление турнирных настроек..."


	"DCG_RankUp_Title"								"Поздравляем!"
	"DCG_RankUp_Subheading"							"Вы достигли:"
	"DCG_RankUp_Continue"							"Продолжить"
	"DCG_RankLabel"									"Ранг"
	"DCG_RankLabelValue"							"{s:RankMajor} {s:RankMinor}"

	"DCG_MMR_RankMajor_0"							"Herald" 
	"DCG_MMR_RankMajor_1"							"Guardian"
	"DCG_MMR_RankMajor_2"							"Crusader"
	"DCG_MMR_RankMajor_3"							"Archon"
	"DCG_MMR_RankMajor_4"							"Legend"
	"DCG_MMR_RankMajor_5"							"Ancient"
	"DCG_MMR_RankMajor_6"							"Divine"
	"DCG_MMR_RankMajor_7"							"Immortal"
	"DCG_MMR_RankMajor_8"							"Leaderboard"

	"DCG_MMR_RankMinor_0"							"*"
	"DCG_MMR_RankMinor_1"							"**"
	"DCG_MMR_RankMinor_2"							"***"
	"DCG_MMR_RankMinor_3"							"****"
	"DCG_MMR_RankMinor_4"							"*****"
	"DCG_MMR_RankMinor_6"							"******"

	"DCG_RankLabelValue_Uncalibrated"				"Без ранга"
	"DCG_RankDescription"							"<span class=\"SmallTooltip\">Начните сезон на первом уровне рейтинга.<br>Поднимайте рейтинг, выигрывая в режимах с подбором игр.<br>Ваш рейтинг не снизится на протяжении сезона.</span>"

	"DCG_LevelUp_Title"								"Поздравляем!"
	"DCG_LevelUp_Subheading"						"Вы достигли:"
	"DCG_LevelUp_RankLabel"							"7-го уровня"
	"DCG_LevelUp_Continue"							"Продолжить"
	"DCG_LevelUp_RewardLevel"							"Вы достигли уровня с наградой!"

	"DCG_ViolatorNew"								"Новое!"

	"DCG_PostGame_PlayerLevelTitle"					"Повышение уровня"
	"DCG_PostGame_PlayerLevel"					"ПРОГРЕСС УРОВНЯ"
	"DCG_PostGame_XPProgress"					"{d:current_level_xp} / {d:xp_to_next_level} ОПЫТА"
	"DCG_PostGame_CurrentLevel"					"Уровень {d:current_level}"
	"DCG_PostGame_XPValue"						"{d:xp_value}XP"
	"DCG_PostGame_MatchFinished"					"Завершённая игра"
	"DCG_PostGame_Win"						"Победа"
	"DCG_PostGame_ChallengeCompleted"				"Пройденное испытание"
	"DCG_PostGame_Total"						"Всего"
	"DCG_PostGame_LevelUp"						"Новый уровень!"
	"DCG_PostGame_GauntletPointsMultiplierValue" "x{d:amount}"
	"DCG_PostGame_GauntletPointsValue"			 "{d:amount}PTS"
	"DCG_PostGame_GauntletPlayerLevel"			 "Прогресс Уровня Хаоса"
	"DCG_PostGame_GauntletProgress"				 "{d:current_level_points} / {d:points_to_next_level} PTS"

	"DCG_PostGame_Bonus_NoHeroesDied"					"Бессмертие"
	"DCG_PostGame_Bonus_NoHeroesDied_Description"		"Вы победили, не потеряв ни одного героя"
	"DCG_PostGame_Bonus_Kill25Creeps"					"Крипорез"
	"DCG_PostGame_Bonus_Kill25Creeps_Description"		"Вы убили больше 25 крипов"
	"DCG_PostGame_Bonus_Gain100Gold"					"Ученик Ревтела"
	"DCG_PostGame_Bonus_Gain100Gold_Description"		"Вы заработали больше 100 золота"
	"DCG_PostGame_Bonus_WonWith1HPLeft"					"Выживший"
	"DCG_PostGame_Bonus_WonWith1HPLeft_Description"		"Вы победили с 1 здоровья"
	"DCG_PostGame_Bonus_BuffHeroTo20Attack"				"Машина для убийства"
	"DCG_PostGame_Bonus_BuffHeroTo20Attack_Description"	"Ваш герой имел 20 или больше атаки"
	"DCG_PostGame_Bonus_BuffHeroTo30Health"				"В здоровом теле здоровый дух"
	"DCG_PostGame_Bonus_BuffHeroTo30Health_Description"	"Ваш герой имел 30 или больше здоровья"
	"DCG_PostGame_Bonus_BuffHeroTo15Armor"				"Несгибаемый"
	"DCG_PostGame_Bonus_BuffHeroTo15Armor_Description"	"Ваш герой имел 15 или больше брони"
	"DCG_PostGame_Bonus_Deal100DamageToTower"			"Одним ударом"
	"DCG_PostGame_Bonus_Deal100DamageToTower_Description" "Вы нанесли башне 100 или больше урона за один раунд"
	"DCG_PostGame_Bonus_FullyEquipAllHeroes"			"Запасливость"
	"DCG_PostGame_Bonus_FullyEquipAllHeroes_Description" "Вы заполнили все ячейки для предметов у всех героев"
	"DCG_PostGame_Bonus_EnemyHasNegativeAttack"			"Упадок"
	"DCG_PostGame_Bonus_EnemyHasNegativeAttack_Description"	"Атака вражеского героя стала отрицательной"
	"DCG_PostGame_Bonus_TeamWipeOpponent"				"Воитель"
	"DCG_PostGame_Bonus_TeamWipeOpponent_Description"	"Вы убили всех героев противника"
	"DCG_PostGame_Bonus_WinAfterLosing10Heroes"			"Большой ценой"
	"DCG_PostGame_Bonus_WinAfterLosing10Heroes_Description"	"Вы победили, потеряв 10 или больше героев"
	"DCG_PostGame_Bonus_Have20CreepsInLane"				"Волна плоти"
	"DCG_PostGame_Bonus_Have20CreepsInLane_Description"			"На одной линии у вас было 20 или больше крипов"
	"DCG_PostGame_Bonus_Play15BlueCards"				"Наследие мудрых"
	"DCG_PostGame_Bonus_Play15BlueCards_Description"				"Вы разыграли 15 или больше синих карт"
	"DCG_PostGame_Bonus_Play15RedCards"					"Наследие могучих"
	"DCG_PostGame_Bonus_Play15RedCards_Description"					"Вы разыграли 15 или больше красных карт"
	"DCG_PostGame_Bonus_Play15GreenCards"				"Наследие мечтателей"
	"DCG_PostGame_Bonus_Play15GreenCards_Description"				"Вы разыграли 15 или больше зелёных карт"
	"DCG_PostGame_Bonus_Play15BlackCards"				"Наследие коварных"
	"DCG_PostGame_Bonus_Play15BlackCards_Description"				"Вы разыграли 15 или больше чёрных карт"
	"DCG_PostGame_Bonus_WinWithCommonCards"				"Обычное дело"
	"DCG_PostGame_Bonus_WinWithCommonCards_Description"				"Вы победили, используя только карты обычной редкости"
	"DCG_PostGame_Bonus_WinAfterBeingTeamWiped"			"Волевая победа"
	"DCG_PostGame_Bonus_WinAfterBeingTeamWiped_Description"			"Вы победили, потеряв всех героев одновременно"
	"DCG_PostGame_Bonus_WinWithoutLosingTowers"			"Решительная победа"
